CODIGO OFICINA;DENOMINACION OFICINA;CODIGO CECO;CODIGO OFICINA DIRECTA;CODIGO OFICINA DELEGADA;CODIGO DT;DENOMINACION DT;CODIGO DGT;DENOMINACION DGT;CODIGO SUBCENTRAL;DENOMINACION SUBCENTRAL;CLAVE DE PRODUCCION;CODIGO TIPO OFICINA;DENOMINACION TIPO DE OFICINA;CODIGO TIPO VIA;DENOMINACION TIPO VIA;DENOMINACION VIA;NUMERO VIA;COMPLEMENTO DENOMINACION VIA;CODIGO POSTAL;CODIGO PROVINCIA;DENOMINACION PROVINCIA;CODIGO LOCALIDAD;DENOMINACION LOCALIDAD;TELEFONOS OFICINA1;TELEFONOS OFICINA2;TELEFONOS OFICINA3;FAX OFICINA;EMAIL OFICINA;HORARIO_NORMAL_W;HORARIO_NORMAL_V;IND_HORARIO_NORMAL_S;HORARIO_NORMAL_S;HORARIO_VERANO_W;HORARIO_VERANO_V;IND_HORARIO_VERANO_S;HORARIO_VERANO_S;PERIODO_VERANO_S_N;PERIODO_INICIO_VERANO;PERIODO_FIN_VERANO;HORARIO_OBSERVACIONES;HORARIO_OBSERVACIONES_VERANO;CODIGO DEL RESPONSABLE;NOMBRE DEL RESPONSABLE;NUUMA RESPONSABLE;PERFIL RESPONSABLE;EMAIL RESPONSABLE;CODIGO DEL RESPONSABLE2;NOMBRE DEL RESPONSABLE2;NUUMA RESPONSABLE2;PERFIL RESPONSABLE2;EMAIL RESPONSABLE2;NOMBRE_MIEMBRO1;NUUMA_MIEMBRO1;PERFIL_MIEMBRO1;EMAIL_MIEMBRO1;NOMBRE_MIEMBRO2;NUUMA_MIEMBRO2;PERFIL_MIEMBRO2;EMAIL_MIEMBRO2;NOMBRE_MIEMBRO3;NUUMA_MIEMBRO3;PERFIL_MIEMBRO3;EMAIL_MIEMBRO3;NOMBRE_MIEMBRO4;NUUMA_MIEMBRO4;PERFIL_MIEMBRO4;EMAIL_MIEMBRO4;NOMBRE_MIEMBRO5;NUUMA_MIEMBRO5;PERFIL_MIEMBRO5;EMAIL_MIEMBRO5
L4871;ROQUETAS DE MAR;0440;0434;0440;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232438;OFICINAS TRADICIONALES;DELEGADA;;;CARRETERA ALICUN;14;;04740;04;ALMERIA;04740;ROQUETAS DE MAR;950322748;;669929237;950322748;peremdm@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;S;01-AGO-2006;31-AGO-2006;;;43218;MARIA MAR PEREZ CRUZ;PEREMDM;Responsable;peremdm@mapfre.com;;;;Responsable2;;AUGUSTO FRANCISCO PALMA MARTINEZ;AFPALMA;NO TITULAR;AFPALMA@mapfre.com;MARI CRUZ JIMENEZ LUPIAÑEZ;MARICR3;NO TITULAR;PEREMDM@MAPFRE.COM;ANA BELEN ALVAREZ TRISTAN;ANABELA;NO TITULAR;anabela@mapfre.com;MANUEL PEREZ CRUZ;PEREMAN;NO TITULAR;pereman@mapfre.com;MARIA DOLORES CRUZ ZAMORA;MCRUZZA;NO TITULAR;mcruzza@mapfre.com
L4871;ROQUETAS DE MAR;0440;0434;0440;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232438;OFICINAS TRADICIONALES;DELEGADA;;;CARRETERA ALICUN;14;;04740;04;ALMERIA;04740;ROQUETAS DE MAR;950322748;;669929237;950322748;peremdm@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;S;01-AGO-2006;31-AGO-2006;;;181053;ASESORES PEREZ CRUZ, S.L.   ;;Responsable;;;;;Responsable2;;AUGUSTO FRANCISCO PALMA MARTINEZ;AFPALMA;NO TITULAR;AFPALMA@mapfre.com;MARI CRUZ JIMENEZ LUPIAÑEZ;MARICR3;NO TITULAR;PEREMDM@MAPFRE.COM;ANA BELEN ALVAREZ TRISTAN;ANABELA;NO TITULAR;anabela@mapfre.com;MANUEL PEREZ CRUZ;PEREMAN;NO TITULAR;pereman@mapfre.com;MARIA DOLORES CRUZ ZAMORA;MCRUZZA;NO TITULAR;mcruzza@mapfre.com
L4872;VELEZ BLANCO;8619;0425;8619;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5234535;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;MARQUES DE LOS VELEZ;10;;04830;04;ALMERIA;04830;VELEZ BLANCO;950415009;;699238713;;mjmart2@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00  ;09:00 14:00  ;; ;S;15-JUN-2018;15-SEP-2018;;;228275;MARIA JOSEFA MARTINEZ ALCAINA;MJMART2;Responsable;MJMART2@mapfre.com;;;;Responsable2;;JOSE ANTONIO PEREZ SEVILLA;PSJOSEA;NO TITULAR;psjosea@mapfre.com;;;;;;;;;;;;;;;;
L4873;LAS NORIAS DE DAZA;8991;0434;8991;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232202;OFICINAS TRADICIONALES;DELEGADA;CRA;CARRETERA;DE LA MOJONERA;144;;04716;04;ALMERIA;04716;LAS NORIAS DE DAZA;950606843;;666473152;950606843;fmariam@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;08:00 15:00  ;08:00 15:00  ;; ;N;;;;;90990;MARIA MERCEDES FERNANDEZ LOZANO;FMARIAM;Responsable;FMARIAM@MAPFRE.COM;;;;Responsable2;;JOSE JAVIER FUENTES HERRERA;FHJOSEJ;NO TITULAR;fhjosej@mapfre.com;MARIA CARMEN JODAR BERNAL;MJODARB;NO TITULAR;mjodarb@mapfre.com;;;;;;;;;;;;
L4874;SAN ISIDRO DE NIJAR;0430;0401;0430;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5268663;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DE LA CONSTITUCION;12;;04117;04;ALMERIA;04117;SAN ISIDRO DE NIJAR;950366055;;;;crivasm@mapfre.com;09:00 14:00 16:30 20:00;09:00 14:00 16:30 20:00;; ;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;S;01-AGO-2018;31-AGO-2018;;;4830;CARMEN M RIVAS MARTIN;CRIVASM;Responsable;crivasm@mapfre.com;;;;Responsable2;;ANA ASCENCION MARTÍN HALLI;ANAASCE;NO TITULAR;anaasce@mapfre.com;MARIA DEL MAR ALIAS GARCIA;ALIASGA;NO TITULAR;aliasga@mapfre.com;FRANCISCA DOLORES GARCIA CAMACHO;FDGARCI;NO TITULAR;fdgarci@mapfre.com;ANTONIO JAVIER GARCIA RIVAS;GRANTO7;NO TITULAR;granto7@mapfre.com;ISABEL DOLORES CAMPOY GARCÍA;CAMPOYI;NO TITULAR;CAMPOYI@MAPFRE.COM
L4874;SAN ISIDRO DE NIJAR;0430;0401;0430;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5268663;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DE LA CONSTITUCION;12;;04117;04;ALMERIA;04117;SAN ISIDRO DE NIJAR;950366055;;;;crivasm@mapfre.com;09:00 14:00 16:30 20:00;09:00 14:00 16:30 20:00;; ;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;S;01-AGO-2018;31-AGO-2018;;;338244;ASESORIA DE EMPRESAS UNICOM, S.L.  ;;Responsable;;;;;Responsable2;;ANA ASCENCION MARTÍN HALLI;ANAASCE;NO TITULAR;anaasce@mapfre.com;MARIA DEL MAR ALIAS GARCIA;ALIASGA;NO TITULAR;aliasga@mapfre.com;FRANCISCA DOLORES GARCIA CAMACHO;FDGARCI;NO TITULAR;fdgarci@mapfre.com;ANTONIO JAVIER GARCIA RIVAS;GRANTO7;NO TITULAR;granto7@mapfre.com;ISABEL DOLORES CAMPOY GARCÍA;CAMPOYI;NO TITULAR;CAMPOYI@MAPFRE.COM
L4875;AGUADULCE;0402;0418;0402;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5242911;OFICINAS TRADICIONALES;DELEGADA;PSO;PASEO;DEL ENCINAR;7;;04720;04;ALMERIA;04720;AGUADULCE;950345020;;;950347842;gonzfj@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;9111;FRANCISCO GONZALEZ MIRAS;GONZFJ;Responsable;GONZFJ@MAPFRE.COM;;;;Responsable2;;MACARENA TUDELA MIRAS;TMACARE;NO TITULAR;TMACARE@MAPFRE.COM;;;;;;;;;;;;;;;;
L4875;AGUADULCE;0402;0418;0402;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5242911;OFICINAS TRADICIONALES;DELEGADA;PSO;PASEO;DEL ENCINAR;7;;04720;04;ALMERIA;04720;AGUADULCE;950345020;;;950347842;gonzfj@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;267041;CRISTALMAR MEDIADORES 2015, S.L.U.  ;;Responsable;;;;;Responsable2;;MACARENA TUDELA MIRAS;TMACARE;NO TITULAR;TMACARE@MAPFRE.COM;;;;;;;;;;;;;;;;
L4876;BERJA;8319;0434;8319;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5293209;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;JOSE BARRIONUEVO PEÑA;S/N;;04760;04;ALMERIA;04760;BERJA;950492195;;;;MTGONZA@MAPFRE.COM;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00 18:00 20:00;09:00 14:00 18:00 20:00;; ;S;16-JUL-2017;17-SEP-2017;;;17181;MARIA TERESA GONZALEZ SANCHEZ;MTGONZA;Responsable;MTGONZA@mediador.mapfre.com;;;;Responsable2;;;;;;;;;;;;;;;;;;;;;
L4877;GARRUCHA  - CALLE MAYOR;8996;0425;8996;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5231857;OFICINAS TRADICIONALES;DELEGADA;;;Mayor, 21;;;04630;04;ALMERIA;04630;GARRUCHA;950132870;;607186533;;aperezl@mapfre.com;09:00 14:00 17:00 20:30;09:00 14:00 17:00 20:30;S;09:00 14:00;09:00 14:00  ;09:00 14:00  ;S;09:00 14:00;S;01-JUL-2019;31-AGO-2019;;;3725;ANTONIO M PEREZ LOZANO;APEREZL;Responsable;aperezl@mapfre.com;;;;Responsable2;;PEDRO JESUS MARTINEZ LOPEZ;MLPEDR2;NO TITULAR;mlpedr2@mapfre.com;;;;;;;;;;;;;;;;
L4878;VERA;0441;0425;0441;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5231863;OFICINAS TRADICIONALES;DELEGADA;;;Mayor, s/n-Edf. La Luna, 3;;;04620;04;ALMERIA;04620;VERA;950390496;;607753208;950393351;bdoming@mapfre.com;09:00 14:00 16:30 19:30;09:00 14:00 16:30 19:30;; ;   ;   ;; ;N;;;;;4248;BARBARA DOMINGUEZ GARCIA;BDOMING;Responsable;bdoming@mapfre.com;;;;Responsable2;;BLANCA CRISTINA SAGARRA RAMOS;SRBLANC;NO TITULAR;srblanc@mapfre.com;FRANCISCO JAVIER MILLAN FERNANDEZ;MILLAN1;NO TITULAR;MILLAN1@mapfre.com;JOSE MARIA MORALES BARAZA;JMOR21;NO TITULAR;jmor21@mapfre.com;;;;;;;;
L4879;SANTA MARIA DEL AGUILA;8331;0434;8331;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5230023;OFICINAS TRADICIONALES;DELEGADA;PSO;PASEO;DE SANTA MARIA;42;;04710;04;ALMERIA;04710;SANTA MARIA DEL AGUILA;950580906;;609557373;950581301;plarios@mapfre.com;09:00 14:00 16:30 19:30;09:00 14:00 16:30 19:30;; ;08:00 15:00  ;08:00 15:00  ;; ;N;;;;;18683;PEDRO LARIOS ESCOBOSA;PLARIOS;Responsable;plarios@mapfre.com;;;;Responsable2;;LARA VILLEGAS PEREZ;VPLARA1;NO TITULAR;vplara1@mapfre.com;YAIZA LARIOS LOPEZ;LARIOSY;NO TITULAR;LARIOSY@mapfre.com;MATILDE REINA MARTINEZ;MREINAM;NO TITULAR;MREINAM@mapfre.com;DOLORES LOPEZ LOPEZ;LOPEZLD;NO TITULAR;lopezld@mapfre.com;;;;
L4879;SANTA MARIA DEL AGUILA;8331;0434;8331;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5230023;OFICINAS TRADICIONALES;DELEGADA;PSO;PASEO;DE SANTA MARIA;42;;04710;04;ALMERIA;04710;SANTA MARIA DEL AGUILA;950580906;;609557373;950581301;plarios@mapfre.com;09:00 14:00 16:30 19:30;09:00 14:00 16:30 19:30;; ;08:00 15:00  ;08:00 15:00  ;; ;N;;;;;45709;PEDRO LARIOS, S.L.  ;;Responsable;;;;;Responsable2;;LARA VILLEGAS PEREZ;VPLARA1;NO TITULAR;vplara1@mapfre.com;YAIZA LARIOS LOPEZ;LARIOSY;NO TITULAR;LARIOSY@mapfre.com;MATILDE REINA MARTINEZ;MREINAM;NO TITULAR;MREINAM@mapfre.com;DOLORES LOPEZ LOPEZ;LOPEZLD;NO TITULAR;lopezld@mapfre.com;;;;
L4881;ADRA - CRA. ALMERIA;8622;0434;8622;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5229995;OFICINAS TRADICIONALES;DELEGADA;CRA;CARRETERA;DE ALMERIA;30;;04770;04;ALMERIA;04770;ADRA;950560654;;629359119;950604471;peanton@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00  ;09:00 14:00  ;; ;N;;;;;25186;SEGUROS ANDAYPE, S.L.  ;;Responsable;;;;;Responsable2;;ELISABET ORTEGA GALDEANO;OGELISA;NO TITULAR;ogelisa@mapfre.com;ANA MARIA PEREZ HERNANDEZ;AMPERE3;NO TITULAR;AMPERE3@MAPFRE.COM;ANA BELEN SOTO SANCHEZ;SOTOAB;NO TITULAR;SOTOAB@MAPFRE.COM;ANA MARIA HERNANDEZ SAEZ;HANAMAR;NO TITULAR;HANAMAR@MAPFRE.COM;MONSERRAT PEREZ MARIN;MOPEREZ;NO TITULAR;MOPEREZ@MAPFRE.COM
L4881;ADRA - CRA. ALMERIA;8622;0434;8622;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5229995;OFICINAS TRADICIONALES;DELEGADA;CRA;CARRETERA;DE ALMERIA;30;;04770;04;ALMERIA;04770;ADRA;950560654;;629359119;950604471;peanton@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00  ;09:00 14:00  ;; ;N;;;;;31182;ANTONIO PEREZ PEREZ;PEANTON;Responsable;PEANTON@MAPFRE.COM;;;;Responsable2;;ELISABET ORTEGA GALDEANO;OGELISA;NO TITULAR;ogelisa@mapfre.com;ANA MARIA PEREZ HERNANDEZ;AMPERE3;NO TITULAR;AMPERE3@MAPFRE.COM;ANA BELEN SOTO SANCHEZ;SOTOAB;NO TITULAR;SOTOAB@MAPFRE.COM;ANA MARIA HERNANDEZ SAEZ;HANAMAR;NO TITULAR;HANAMAR@MAPFRE.COM;MONSERRAT PEREZ MARIN;MOPEREZ;NO TITULAR;MOPEREZ@MAPFRE.COM
L4882;GALLARDOS, LOS;0438;0425;0438;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5231565;OFICINAS TRADICIONALES;DELEGADA;;;Mayor, 21;;;04280;04;ALMERIA;04280;GALLARDOS, LOS;950469476;;639139292;950469476;nicgarc@mapfre.com;09:00 14:00 16:00 20:00;09:00 14:00 16:00 20:00;; ;09:00 15:00  ;09:00 15:00  ;; ;S;01-AGO-2019;31-AGO-2019;;;18175;NICOLAS GARCIA NAVARRO;NICGARC;Responsable;nicgarc@mapfre.com;;;;Responsable2;;ANGELA FRANCISCA GARCIA NAVARRO;GNANGE1;NO TITULAR;gnange1@mapfre.com;;;;;;;;;;;;;;;;
L4883;AVILA - NTRA.SRA.DE SONSOLES;0518;0515;0518;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5252454;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;NUESTRA SEÑORA SONSOLES;85;;05002;05;AVILA;05002;AVILA;920228315;;;;cgalanb@mapfre.com;09:00 14:00 16:30 19:30;09:00 14:00 16:30 19:30;; ;09:00 15:00  ;09:00 15:00  ;; ;N;;;;;43072;CRISTINA GALAN BERLANA;CGALANB;Responsable;CGALANB@MAPFRE.COM;;;;Responsable2;;CARMEN DE LA CERDA ORTEGA;COCARM3;NO TITULAR;OCARM3@MAPFRE.COM;DANIEL VICENTE TABERNERO;VTDANIE;NO TITULAR;VTDANIE@MAPFRE.COM;;;;;;;;;;;;
L4884;AVILA - CRONISTA GIL GONZALEZ;0517;0515;0517;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230047;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;CRONISTA GIL GONZALEZ DAVILA;1;;05003;05;AVILA;05003;AVILA;920255396;652558266;608000409;920352017;gjimene@mapfre.com;09:00 14:00 16:30 19:30;09:00 14:00 16:30 19:30;; ;09:00 15:00  ;09:00 15:00  ;; ;N;;;;;25196;SEGURO SERVICIOS JIMENEZ GALAN, S.L.  ;;Responsable;;;;;Responsable2;;BEGOÑA VEGAS RODRIGUEZ;BVEGASR;NO TITULAR;bvegasr@mapfre.com;CRISTINA JIMENEZ JIMENEZ;JJCRIST;NO TITULAR;jjcrist@mapfre.com;ISABEL JIMENEZ HERRAEZ;ISAJIME;NO TITULAR;isajime@mapfre.com;ROSA MARTIN JIMENEZ;MROSA;NO TITULAR;mrosa@mapfre.com;;;;
L4884;AVILA - CRONISTA GIL GONZALEZ;0517;0515;0517;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230047;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;CRONISTA GIL GONZALEZ DAVILA;1;;05003;05;AVILA;05003;AVILA;920255396;652558266;608000409;920352017;gjimene@mapfre.com;09:00 14:00 16:30 19:30;09:00 14:00 16:30 19:30;; ;09:00 15:00  ;09:00 15:00  ;; ;N;;;;;29190;GUILLERMO JIMENEZ GALAN;GJIMENE;Responsable;gjimene@mapfre.com;;;;Responsable2;;BEGOÑA VEGAS RODRIGUEZ;BVEGASR;NO TITULAR;bvegasr@mapfre.com;CRISTINA JIMENEZ JIMENEZ;JJCRIST;NO TITULAR;jjcrist@mapfre.com;ISABEL JIMENEZ HERRAEZ;ISAJIME;NO TITULAR;isajime@mapfre.com;ROSA MARTIN JIMENEZ;MROSA;NO TITULAR;mrosa@mapfre.com;;;;
L4885;ARENAS DE SAN PEDRO;0501;0515;0501;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230687;OFICINAS TRADICIONALES;DELEGADA;;;Avda. Lourdes;10;;05400;05;AVILA;05400;ARENAS DE SAN PEDRO;920370668;;608501158;920370668;csalina@mapfre.com;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;4598;JOSE CARLOS SALINAS PIÑERO;CSALINA;Responsable;csalina@mapfre.com;;;;Responsable2;;CARLOS SALINAS RAMOS;SALINC;NO TITULAR;salinc@mapfre.com;;;;;;;;;;;;;;;;
L4885;ARENAS DE SAN PEDRO;0501;0515;0501;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230687;OFICINAS TRADICIONALES;DELEGADA;;;Avda. Lourdes;10;;05400;05;AVILA;05400;ARENAS DE SAN PEDRO;920370668;;608501158;920370668;csalina@mapfre.com;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;56051;SALINAS CONSULTORES SEGUROS, S.L.  ;;Responsable;;;;;Responsable2;;CARLOS SALINAS RAMOS;SALINC;NO TITULAR;salinc@mapfre.com;;;;;;;;;;;;;;;;
L4886;AREVALO;0529;0515;0529;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230049;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;EMILIO ROMERO;4;;05200;05;AVILA;05200;AREVALO;920303464;;686994794;920303520;jduarte2@mapfre.com;09:30 14:30 16:30 19:00;09:30 14:30 16:30 19:00;; ;08:30 14:30  ;08:30 14:30  ;; ;S;01-JUL-2020;15-SEP-2020;;;23065;DUARTE MOLINERO, S.L.  ;;Responsable;;;;;Responsable2;;LAURA GONZALEZ MARTIN;GMLAUR6;NO TITULAR;gmlaur6@mapfre.com;VANESA ROBLEDO SAEZ;RSVANES;NO TITULAR;RSVANES@mediador.mapfre.com;SONIA CONDE SANCHEZ;SCONDES;NO TITULAR;scondes2@mapfre.com;CRISTINA SAENZ GOMEZ;CSAENZG;NO TITULAR;CSAENZG@mapfre.com;;;;
L4886;AREVALO;0529;0515;0529;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230049;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;EMILIO ROMERO;4;;05200;05;AVILA;05200;AREVALO;920303464;;686994794;920303520;jduarte2@mapfre.com;09:30 14:30 16:30 19:00;09:30 14:30 16:30 19:00;; ;08:30 14:30  ;08:30 14:30  ;; ;S;01-JUL-2020;15-SEP-2020;;;29192;JUAN JOSE DUARTE MULAS;JDUARTE;Responsable;jduarte2@mapfre.com;;;;Responsable2;;LAURA GONZALEZ MARTIN;GMLAUR6;NO TITULAR;gmlaur6@mapfre.com;VANESA ROBLEDO SAEZ;RSVANES;NO TITULAR;RSVANES@mediador.mapfre.com;SONIA CONDE SANCHEZ;SCONDES;NO TITULAR;scondes2@mapfre.com;CRISTINA SAENZ GOMEZ;CSAENZG;NO TITULAR;CSAENZG@mapfre.com;;;;
L4887;BARRACO, EL;0502;0515;0502;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5268493;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;REAL DE ARRIBA;61;;05110;05;AVILA;05110;BARRACO, EL;920237330;;;920281844;JHER13@mapfre.com ;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;183083;JUAN CARLOS HERNANDEZ PINTOR;JHER13;Responsable;JHER13@mapfre.com;;;;Responsable2;;MAITE ENRIQUEZ TORRES;MAITEEN;NO TITULAR;MAITEEN@mapfre.com;;;;;;;;;;;;;;;;
L4887;BARRACO, EL;0502;0515;0502;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5268493;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;REAL DE ARRIBA;61;;05110;05;AVILA;05110;BARRACO, EL;920237330;;;920281844;JHER13@mapfre.com ;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;337899;SEGUR FONBA    ;;Responsable;;;;;Responsable2;;MAITE ENRIQUEZ TORRES;MAITEEN;NO TITULAR;MAITEEN@mapfre.com;;;;;;;;;;;;;;;;
L4888;CANDELEDA;0527;0515;0527;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230838;OFICINAS TRADICIONALES;DELEGADA;;;Aviación Española, 34 (La Teneria);;;05480;05;AVILA;05480;CANDELEDA;920382152;;639202353;920382152;lreguer@mapfre.com;09:30 13:30  ;09:30 13:30  ;; ;   ;   ;; ;N;;;;;13808;LEANDRO REGUERO JIMENEZ;LREGUER;Responsable;lreguer@mapfre.com;;;;Responsable2;;LIDIA JIMENEZ ZAPATA;JZLIDIA;NO TITULAR;JZLIDIA@mapfre.com;;;;;;;;;;;;;;;;
L4889;AVILA - FERROCARRIL;0535;0515;0535;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230048;OFICINAS TRADICIONALES;DELEGADA;;;Ferrocarril, 5 Local 4;;;05001;05;AVILA;05001;AVILA;920352244;;619573437;;marians@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;N; ;   ;   ;N; ;N;;;;;22214;AUTOESCUELA 2000 CEVA DE AVILA, S.L.L.  ;;Responsable;;;;;Responsable2;;JOSÉ LUIS ARROYO PERRINO;JLARRO2;NO TITULAR;jlarro2@mapfre.com;SARA SANCHEZ NIETO;SNSARA1;NO TITULAR;SNSARA1@mapfre.com;;;;;;;;;;;;
L4889;AVILA - FERROCARRIL;0535;0515;0535;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5230048;OFICINAS TRADICIONALES;DELEGADA;;;Ferrocarril, 5 Local 4;;;05001;05;AVILA;05001;AVILA;920352244;;619573437;;marians@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;N; ;   ;   ;N; ;N;;;;;41103;MARIANO SANCHEZ JIMENEZ;MARIANS;Responsable;marians@mapfre.com;;;;Responsable2;;JOSÉ LUIS ARROYO PERRINO;JLARRO2;NO TITULAR;jlarro2@mapfre.com;SARA SANCHEZ NIETO;SNSARA1;NO TITULAR;SNSARA1@mapfre.com;;;;;;;;;;;;
L4890;NAVAS DEL MARQUES, LAS;0528;0515;0528;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5232531;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;PRINCIPAL;90;;05230;05;AVILA;05230;NAVAS DEL MARQUES, LAS;918972577;;;918972213;jmat12@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;; ;09:00 15:00  ;09:00 15:00  ;; ;N;;;;;200545;ESCONAVAS, S.L.    ;;Responsable;;;;;Responsable2;;NOELIA LUQUE BARRAGAN;NLUQUE;NO TITULAR;NLUQUE@mapfre.com;MARIA ESTRELLA SORIANO SAENZ;MSORIAN;NO TITULAR;msorian@mapfre.com;;;;;;;;;;;;
L4890;NAVAS DEL MARQUES, LAS;0528;0515;0528;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5232531;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;PRINCIPAL;90;;05230;05;AVILA;05230;NAVAS DEL MARQUES, LAS;918972577;;;918972213;jmat12@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;; ;09:00 15:00  ;09:00 15:00  ;; ;N;;;;;200761;JOSE MIGUEL MATEOS SANZ;JMAT12;Responsable;JMAT12@mapfre.com;;;;Responsable2;;NOELIA LUQUE BARRAGAN;NLUQUE;NO TITULAR;NLUQUE@mapfre.com;MARIA ESTRELLA SORIANO SAENZ;MSORIAN;NO TITULAR;msorian@mapfre.com;;;;;;;;;;;;
L4893;BARCO DE AVILA;0557;0515;0557;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5256784;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;FRANCISCO MATEOS RODRIGUEZ;8;;05600;05;AVILA;05600;BARCO DE AVILA;920345127;;629886253;920340793;magust2@mapfre.com;09:00 14:00 17:00 19:00;09:00 14:00 17:00 19:00;; ;08:00 15:00  ;08:00 15:00  ;; ;S;01-JUL-2016;31-AGO-2016;;;294433;PEDRO SANCHEZ MARTIN S.L.  ;;Responsable;;;;;Responsable2;;;;;;;;;;;;;;;;;;;;;
